,Unnamed: 0,text,intent,intentId,labels,scores
1193,1284,"There is an option for this, but unfortunately you cannot set it; it must be set by your friends who do not want to see your comments and likes.  If you comment on or like a post that they can view, then your comment or like may appear in their News Feed unless they turn those off.  To do that they can hover their pointer over your name or go to your profile/timeline, then move to the Subscribed button, and uncheck ""Comments and Likes"".   Of course, they will still see your comments and likes on posts that they would see anyway in their News Feed, just not a separate story about them.",How to hide my likes from my friends on Facebook?,82,81,5
1194,1070,"Update:  The following is an answer from 2011. Obviously the right answer changed from that time as there is a better answer in 2014. Please note the 3 year difference before voting on the answer.  Keeping for archival reasons only, original answer:  I have checked the related Google Groups and Support threads. Obviously, it's not supported (and looks like no soon plan to be, although not 100% sure about this one).  The way I do now is export to Excel and apply the filter there, then find a likely unique value (or repeats few times) in the sheet to correlate the row in the Google Spreadsheet (by finding it in the Google sheet) and apply the required modifications. Not optimal, still hoping for per-user fllter support.",Multi user filter issue in Google Spreadsheets,67,66,5
1195,1829,Why go to multiple sites?  Just head on over to the Lord of the REPLs !  Currently it supports   beanshell  clojure  groovy  javascript  python  ruby  scala  scheme,"What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",116,115,5
1196,651,Simply add #t=XmYs to the end of the URL where X is the number of minutes and Y is the number of seconds.  i.e. http://www.youtube.com/watch?v=xxxxxxxxxxxx#t=2m0s for your example.,Linking directly to a specific point in time of a YouTube video,40,39,5
1197,303,"Is it possible to have multiple filter criteria in gmail, connecter with logical operations?",How to specify “OR” conditions for Gmail filter,18,17,5
1198,173,"A Google engineering team started an internal 'organization' dedicated to this called the Data Liberation Front . They are working through all the Google products and will continue to update their site as new or improved methods for moving data in and out of their web applications are created.  The DLF sees themselves as being a bit subversive, because a company doesn't usually make it easier for their customers to leave. You can read about how they started and why on their FAQ",Export Gmail messages to text or HTML files,10,9,5
1199,550,Copying the query string on google doesnt give same results on all computers.,How do I share a search query from Google?,34,33,5
1200,171,Can I store locally my mails from gmail (as text or html)?,Export Gmail messages to text or HTML files,10,9,5
1201,1774,"I have a big collection of novels, is there a web app for managing it?",Are there any web apps that can keep track of collections of books or movies? [closed],113,112,5
1202,1838,Can I add the recipient of an e-mail to my gmail contacts?,"In Gmail, how do I create a contact from a recipient of an email?",117,116,5
1203,460,"This isn't a solution to your issue as such, but if it's not so much an issue of time taken to download the file, vs. convenience of attaching it, then in Chrome you can:   open the email  download it and it you get a button for it at the bottom of the Chrome window  create your new email and drag it back from the bottom of the Chrome window onto your email   So the only benefit of this method is that you don't have to search for the download in Windows Explorer / Finder and is therefore only marginally more convenient.  I feel your pain too though as this is something I do frequently in fat clients, so would welcome a proper answer.  I also don't like the faffiness of forwarding and replacing everything, so for me - on my 100Mbps connection :), my method works ok for any attachment size that Google can handle anyway.","In Gmail, how can I attach an attachment from one email to another, without saving the attachment first or forwarding the message?",28,27,5
1204,892,When a task for a trello card is finished how can I leave it in the current list but specify it's done.,How can I mark a card in Trello as done and keep it in the original list?,56,55,5
1205,576,"I saw this funny bit on a Vimeo clip, how can I link to that exact time in the video.",Is it possible to link to a specific portion of a Vimeo video?,36,35,5
1206,37,"As Lipis poins out, you still cannot create your own styles. So, you are left to repurpose an existing one. The downside to using Heading is this will result in ""code"" in my TOC. :/ I found that using Subtitle style for code prevents it from showing in TOC.",How do I add new styles to Google docs?,3,2,5
1207,901,"Add a checklist (as little as a single item: ""done""), then mark the card as done in the checklist. The card will visually display in green a checkmark for the checklist.",How can I mark a card in Trello as done and keep it in the original list?,56,55,5
1208,876,What is the logic between grouping mails into threads on gmail?,How does Gmail decide to thread email messages?,55,54,5
1209,351,"Unfortunately it is not possible to split Gmail threads. However, you can mark some messages as ""unread from here"". When you reply, change the title and reply in a new composing window, so that at least the follow-ups are split.",How do I split conversations in Gmail?,21,20,5
1210,1773,Is there some web app the would allow me to manage a movie collection?,Are there any web apps that can keep track of collections of books or movies? [closed],113,112,5
1211,1640,"I need to download my chat logs from google, how do i do this?",How can I export my Google chat logs?,106,105,5
1212,1290,"What is the best way to browse google as it is in the states, as opposed to the localized version my small european country has.",How can I access google.com outside the US?,83,82,5
1213,1818,Are there any places online where I could program and get results to see how well I'm doing?,"What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",116,115,5
1214,756,Is there a way to regulate the number of results returned by gmail search?,How to set up Gmail to show more than 20 results per page when searching?,47,46,5
1215,1176,"This IFTTT recipe is specifically for getting an email message whenever a specific user tweets.  It's originally configured to send the @username and the tweet text, but you can customize it to contain other elements, such as a link to the tweet or the timestamp.",Is there a way to get email notifications when someone tweets?,74,73,5
1216,507,Markdown Here  I've been using Markdown Here for quite some time now and it beautifully accepts Github-flavored Markdown. It will automatically prettify code one you convert your mail to Markdown.  For example:  ``` javascript alert('Hello syntax highlighting.'); ```,What is the easiest way to format code when pasting to Gmail?,31,30,5
1217,1093,"I need a search engine that would take an image as input and find similar images, is there such a thing?",Reverse image search engine [closed],69,68,5
1218,1543,"I get lots of friend suggestions from fb, how does this work?",How does the Facebook friend finder operate?,100,99,5
1219,1505,"Click on the person you want to delete in the chat list box (a contact box will pop up);  On the right-hand side, above the contact card, are the options: left arrow / add to my contacts / groups / e-mail / more;  Click the More tab—a window will open with “Delete” at the top;  It will delete all that persons info from your list.",How to hide contacts from Hangouts within Gmail,97,96,5
1220,1926,I can't figure out how to add multiple destination points in the new google maps?,How can I add multiple destinations in new Google Maps?,123,122,5
1221,1937,"Just click and hold the letter label, starting destination A , click the actual A and hold and drag to where you want it in the list of stops. It's slow to move, so be patient!",How can I add multiple destinations in new Google Maps?,123,122,5
1222,1685,"There's a service called Transifex that does the same thing for open source software projects. While it wouldn't work perfectly for an article, I don't see why it cannot be used.  I haven't used it extensively, even less in such a scenario, but it might be worth taking a look. A limitation is that it's for open source and public, which you might not want in all cases.",Is there any Social Translation web site? [closed],108,107,5
1223,55,This extension works in Firefox!!!  strikeThrough,How do I strikethrough text in Gmail?,4,3,5
1224,1009,Where can I see when I first subscribed to a youtube channel?,How can I find out when I subscribed to a YouTube channel?,63,62,5
1225,1301,This one works perfectly for me:  https://www.google.com/webhp?hl=en,How can I access google.com outside the US?,83,82,5
1226,1618,"Jango  Subscribe to specific artists, like/dislike songs and get recommendations for more songs, Just Works TM.  Pros - Free  - No funny features like 'props' or DJ capabilities , just plain old internet radio that works.  - Easy setup - select a bunch of artists you like, and train the recommendation engine by liking/dislking songs.  Cons   Not all music is available at all time. You can search for specific songs, but at times some songs might not be available for playing (due to licensing issues I think).","What are some good, personalisable online radio / music apps? [closed]",104,103,5
1227,1846,Creating a contact from a person in the CC field of a mail.,"In Gmail, how do I create a contact from a recipient of an email?",117,116,5
1228,277,"If you want an automated solution, I've created a Google Spreadsheet that auto imports your open Trello boards every 4 hours. It's not as complete as the Trello export function, but it gives you most things you'd want. Details here: http://www.littlebluemonkey.com/blog/online-scrum-tools-part-4-trello-backup/","Is it possible to export my data from Trello, to back it up?",16,15,5
1229,260,You can also use this tool for mysql tables: MySQL Table to text,Is there a webapp to create ASCII art tables? [closed],15,14,5
1230,48,Does gmail support strikethrough font.,How do I strikethrough text in Gmail?,4,3,5
1231,1860,How could I make a message that will be classified into the spam category by the gmail spam filter?,How can I purposely send a message that will be marked as spam in Gmail?,118,117,5
1232,925,"MineMyMail fetches all of your messages via IMAP and then extracts the email addresses from it.  You can choose which folders it searches by selecting the ""Sent Mail"" folder/label.",Get e-mail addresses from Gmail messages received,57,56,5
1233,332,"I accidentally archived a mail, can I get it back?",How do I retrieve a message I accidentally archived in Gmail?,20,19,5
1234,1942,Is my data safe on dropbox or could someone steal it?,Can I trust dropbox and similar services? [closed],124,123,5
1235,1041,How do I make sure my privacy is safe on facebook.,How do I ensure that what I post on Facebook stays private?,65,64,5
1236,1189,"You can use fbCal  fdCal ( no idea when this name was changed)   With fdCal get your events and   friend's birthdays in Apple iCal,   Mozilla Sunbird, Google Calendar,   Microsoft Outlook or in your RSS   reader! The process can be done in   less than a minute, and it's free!",How can I import Facebook events into my Google calendar?,75,74,5
1237,343,How could I break down a large gmail thread into several smaller ones that would be easier to manage.,How do I split conversations in Gmail?,21,20,5
1238,1452,Locating the initial commit to my repo on github.,Date of first commit,94,93,5
1239,1894,"You can configure your favorite mail client to send mail through Gmail using POP or IMAP, and use the encryption methods that are available for that client. Not sure if this is an acceptable answer on a website for web -applications though... :-) But it does increase the number of options considerably.",How can I encrypt emails sent through Gmail?,120,119,5
1240,176,Gmail has just rolled out a feature allowing users to back up their emails: https://www.google.com/settings/takeout :   Old UI:,Export Gmail messages to text or HTML files,10,9,5
1241,886,"The short answer: the subject line .  Google states:   a conversation will break off into a new thread if the subject line of the conversation is changed, or if the conversation reaches over 100 messages.   More info from Google",How does Gmail decide to thread email messages?,55,54,5
1242,1120,Subtitling someone elses video on youtube.,Add subtitles to a video of another user on YouTube,71,70,5
1243,1346,"According to Google Support :   Removing trusted computers from your list  You can remove computers from your set of trusted computers at any   time. To do so, sign in to your account and go to your 2-step   verification settings page. Under the “Advanced” section, you’ll have   the choice to remove the computer you’re using at the time or all   other computers. If you choose to remove other computers from your   trusted list, those computers will automatically sign out of your   account, and you’ll be prompted for a verification code next time you   try to sign in from them.   The  2-step verification settings page is at https://google.com/accounts/SmsAuthConfig",How do I untrust a computer with Google two-factor authentication?,86,85,5
1244,1052,I'd like to know how big my gmail mails are so I can delete the biggest ones.,Display mail size in Gmail,66,65,5
1245,1509,I've sent an important mail and I'd really like to know if the receiver has read it? Is there any way to tell?,Did the receiver open the mail?,98,97,5
1246,1839,What is the easiest way to add the person the mail was sent to (in the to or cc fields) to my google contacts?,"In Gmail, how do I create a contact from a recipient of an email?",117,116,5
1247,850,Can I somehow read all the answers on quora without registering?,How can I read all answers on Quora without having to register?,53,52,5
1248,148,"I'm a programmer and I'd like to get syntax highlihts in google docs, is this possible?",How can I get code syntax highlighting in Google Docs?,9,8,5
1249,786,"I'm kind of find of IMAPSize . It's not the most fully-featured tool you'll ever find, but it backs things up in the most open way possible: each message in it's own file, which could easily be imported into any other e-mail client. It also includes an option for restoring from a backup (though I've never tested that).  Be careful when using IMAP mail clients for backups: I lost some mail at one point because I had thought Thunderbird was keeping local copies of things that it had decided it didn't need to keep. This was a config error on my part, but it's a warning to be careful.",How can I back up all emails stored in my Gmail account?,48,47,5
1250,493,"Also, while viewing the content of zip file, you can click Ctrl + S to download the whole directory as zip file.","In Google Drive, how can you link directly to “Download” a zip file and not view the contents?",30,29,5
1251,798,What are the possibilities for sending fax online?,How can I send a fax online? [closed],49,48,5
1252,293,"Most of the solutions I saw here were pretty technical. Here is one that is really easy to do. You could use this Zap to automatically create Trello Cards from Google Docs spreadsheet rows .   The idea is that once you make this Zap, you can paste your CSV into the a Google Doc and run it through into Trello.  I think there is a limit of about 200 items per 10 minutes when importing stuff across, but normally you won't hit that.",How can I import a large list of tasks into Trello,17,16,5
1253,126,"There are a lot of software and websites that can download YouTube videos, and I use Leawo Free YouTube Downloader .  I have used it for about 1 year without any problems.",How do I download a YouTube video?,8,7,5
1254,631,I'd like to constrain my mail search in gmail to a particular time period. Is this possible?,How can I search for Gmail messages on a particular date?,39,38,5
1255,713,Gmail now supports  category:primary is:unread,How can I only search the Primary inbox in Gmail?,44,43,5
1256,1276,"I'd like to stop my facebook friends being notified every time I like something, I just want some privacy.",How to hide my likes from my friends on Facebook?,82,81,5
1257,1847,I'd like to add a recepient of one of my mails (in cc) to my gmail contacts.,"In Gmail, how do I create a contact from a recipient of an email?",117,116,5
1258,527,Is it possible to search within messages that a particular person tweeted.,How do I search within someone's tweets?,33,32,5
1259,799,"I need to send fax over the net, is there any online service to provide this?",How can I send a fax online? [closed],49,48,5
1260,1259,"Don't worry about where they are, just search for them.  And, if you've not done anything else since mistakenly clicking ""Archive"", there's a bar at the top saying   The conversation has been archived.  Learn more Undo    Click the ""undo"" link there  If you have keyboard shortcuts enabled, ""/"" takes you to the search box, ""z"" is for undo.",Where do my emails go when I click on 'Archive' in Gmail?,80,79,5
1261,1455,"Click on the ""Network"" tab of the repository that you want to see the oldest commit. When the page is fully loaded (i.e. you can see lots of lines joining and all), press Shift + ← to go all the way to the first commit. Click on the dot that represents the first commit and you can get it.  Note: This only works for repositories that was created on GitHub originally, not repositories that were imported from another place (i.e. commits not registered through GitHub itself).",Date of first commit,94,93,5
1262,874,"We have written a ""Links"" addon for Trello that adds JIRA-like dependencies - with various types like ""depends on"" or ""blocks"".  It doesn't modify card contents to store dependencies - they are stored in additional storage provided by Taist - this is our platform for creating addons to cloud applications.",How do you handle dependencies between cards with Trello?,54,53,5
1263,226,"You can report this to Facebook requesting that they remove the account or memorialize the account.  From Facebook FAQ:   How do I report a deceased user or an account that needs to be   memorialized and deactivated or   deleted?   Memorializing the account:  Please report this information here so   that we can memorialize this person’s   account. Memorializing the account   restricts profile access to confirmed   friends only. Please note that in   order to protect the privacy of the   deceased user, we cannot provide login   information for the account to anyone.   We do honor requests from close family   members to close the account   completely.  Removing the account:  Immediate family   members may request the removal of a   loved one’s account. This will   completely remove the account from   Facebook so that no one can view it.   We will not restore the account or   provide information on its content   unless required by law. If you are   requesting a removal and are not an   immediate family member of the   deceased, your request will not be   processed, but the account will be   memorialized.  To make a request to memorialize or   remove a profile, please do so here .   If you have a special request   regarding a deceased user's account,   please use this form. Please note that this form is only to be used for   accounts that have already been   memorialized.   The Facebook FAQ page can be found here",What happens to your Facebook account when you die?,13,12,5
1264,1911,You can use my Chrome extension named Maps Ruler for Google Maps to measure distance in Google Maps.,How can I measure distance in Google Maps?,121,120,5
1265,967,"Our small company would like to use github as our repository, is this allowed?",Am I allowed to host a commerical website on Github Pages?,60,59,5
1266,251,I'm looking for a web site that could turn pictures i upload into ascii art.,Is there a webapp to create ASCII art tables? [closed],15,14,5
1267,1201,"Whilst it is possible to unlink other computers through the web interface, as slhck noted, this leaves all of your files where you don't want them. Depending on the sensitivity of your files (and how much work you want for yourself) you can:   Back up all Dropbox files locally  Delete any sensitive files from your Dropbox  Wait for the sync to remove these files from the remote computer  Unlink the offending computer(s) from https://www.dropbox.com/account#security  Return the backed-up files to your Dropbox for re-syncing   It might be worth leaving any other synced computers off (or disabling their syncs) during this process to avoid the sync deleting/restoring where unnecessary.",How to remove Dropbox access from a computer you no longer have?,76,75,5
1268,734,How can I constrain my search to be only in a single folder of google drive.,"In Google Drive, is there a way to search files located in a particular folder?",46,45,5
1269,1905,Finding out how far my destination is on google maps.,How can I measure distance in Google Maps?,121,120,5
1270,391,How do I make google search for the exact same string that I type in.,"Force Google search to use only the exact words typed, no spellcheck or synonyms",24,23,5
1271,890,Is it mandatory to move a trello card to another list to mark it as done.,How can I mark a card in Trello as done and keep it in the original list?,56,55,5
1272,741,Does google drive support searching within a directory?,"In Google Drive, is there a way to search files located in a particular folder?",46,45,5
1273,262,"I'd like to export my trello data, what's the best way to do this.","Is it possible to export my data from Trello, to back it up?",16,15,5
1274,683,githalytics provides some basic analytics.  I don't think it would tell you about your traffic sources though.,Is there any way to see traffic sources to a Github project?,42,41,5
1275,244,You can also convert the whole thing into a PDF by using the print button at the top of all email conversations.,How to forward multiple emails in Gmail,14,13,5
1276,914,How can I get addresses from which I received mail on gmail.,Get e-mail addresses from Gmail messages received,57,56,5
1277,402,How can I discreetly follow someone on twitter (I don't want them to know I'm following them).,How can I follow someone on Twitter without them knowing?,25,24,5
1278,1583,Google Docs -> Drawing,How can I create a simple sequence diagram on the web? [closed],102,101,5
1279,86,"Download and install the Google Drive software. It's for Windows and Mac at the moment, a version for Linux is in the making. The software will create a folder on your computer that syncs with Google Drive. If you open a file in it, it will be opened in the appropriate installed program. Google Drive documents that you open will open in the browser.  This way, you can open/edit markdown files stored on Google Drive in an installed markdown editor.",How can Google Docs and markdown play nice?,6,5,5
1280,723,Is it possible to be part of a google group without having a google based email?,How can I subscribe to a Google mailing list with a non-Google e-mail address?,45,44,5
1281,3,Introducing stikethrough formatting on markdown for github.,Strikethrough with GitHub Markdown,1,0,5
1282,989,"In the ""new"" google maps, select your location and then the cog-wheel icon in the bottom right. in the popup choose ""Share and embed map"".  That will tell you that you can simply copy the URL from the address bar. But it also gives you the option of a shortened URL.",Create a Google maps link to a specific location,61,60,5
1283,577,Can you make a link that leads to a specific time point in a vimeo video.,Is it possible to link to a specific portion of a Vimeo video?,36,35,5
1284,1883,Is it possible to encrypt gmail messages?,How can I encrypt emails sent through Gmail?,120,119,5
1285,1481,Delayed sending of a mail in gmail?,Can I set an e-mail to send on a timer within Gmail?,96,95,5
1286,333,How do I undo the archive operation in gmail?,How do I retrieve a message I accidentally archived in Gmail?,20,19,5
1287,1647,"There is no explicit way of exporting your Google Chat logs through a Google provided function but there are a number of different alternative methods which seem to be available.   The first, as mentioned by Simon, is to forward them to an email address where you can download them via POP/IMAP.  You can install the ""Create a Document"" labs experiment for Google Mail which allows you to create a document for each chat. This could be quite laborious though and then you have to backup from Google Docs, which is another step.  There appears to be a python script here which backups Google Chat logs. However, in the comments there appears to be some issues with being temporarily locked out if you download too much at once.",How can I export my Google chat logs?,106,105,5
1288,1456,"If you have cloned the repo, just use git commands as usual:  // cd to repo $ git log --reverse  it will show you the history of commits in reverse order. LOL.-",Date of first commit,94,93,5
1289,1855,I'd like to create a message that will be filtered by the google spam filter?,How can I purposely send a message that will be marked as spam in Gmail?,118,117,5
1290,375,"I can't seem to find the delete option on trello, I know I can archive cards but I just want to completely delete a particular one.",How do I delete a list or card in Trello?,23,22,5
1291,1371,There is not currently a way to browse all public boards.,Can I browse all the public Trello boards available?,88,87,5
1292,934,Singling out mails in gmail where I am the sole recipient?,How can I set a Gmail filter that finds email sent “only to me”?,58,57,5
1293,1356,I need to delete stuff from my activity feed on github.,How do I delete entries from my GitHub Activity Feed?,87,86,5
1294,1492,Is it possible to hide (not block) contacts from hangouts chat list?,How to hide contacts from Hangouts within Gmail,97,96,5
1295,1914,"I've made a new google account, I'd like to move some of my old contacts to this account. What are my options?",How can I move Google contacts between two different accounts?,122,121,5
1296,1397,"I want to locally host some software that has similar functionality to google docs, is there any software like this?",Self-Hosted alternative to Google Docs? [closed],90,89,5
1297,431,Twitter allows its own archive system where you can request for the download. You can view its official announcement here . You can download all your tweets with no tweet limit.,How can I backup all of my tweets?,26,25,5
1298,1286,Is it possible to access the US version of google search even though I live elsewhere?,How can I access google.com outside the US?,83,82,5
1299,1403,"Some youtube videos have automatically generated subtitles, is it possible to download only the subtitles?",Downloading auto-generated YouTube transcriptions,91,90,5
1300,1503,"In new Hangouts , the list is no longer a list of contacts, but a list of saved hangouts. Google took a guess to populate the list from the start. As you have real hangouts, they will replace entries on the list.  The only other way is to block the contact, which may bring up another new guesses from Google. This will eventually be replaced as you have real hangouts.",How to hide contacts from Hangouts within Gmail,97,96,5
1301,323,"An alternative is to use Google Sites, or any other content editor that allow embedding iframes content.  To embed Google spreadsheets in a page of Google Sites   Create a new site or go to an existing site.  Create a new page or click on Edit on an existing page.  Click on Insert > Drive > Spreadsheet  Select the spreadsheet  Set the options  Click on Save",Embed Google Spreadsheet in Google Document,19,18,5
1302,394,"I need to search for the exact words that i type into google, is there a way to do this?","Force Google search to use only the exact words typed, no spellcheck or synonyms",24,23,5
1303,46,I'd like to strikethrough text in gmail.,How do I strikethrough text in Gmail?,4,3,5
1304,361,What would be the best way to ensure that some sites will be ommited from my search results on google.,Is there a way to remove sites permanently from (my personal) Google search results?,22,21,5
1305,115,Storing a youtube video locally for later viewing.,How do I download a YouTube video?,8,7,5
1306,1674,Is there a website where a crowd of translators could work together?,Is there any Social Translation web site? [closed],108,107,5
1307,823,I need to quickly delete all my gmail mails.,How do I delete all my mail from my Gmail account?,51,50,5
1308,1924,"The accurate answer is that you cannot.  There are various methods whereby you can make the process of copying contacts from one account to another, but that requires you to copy them, and then delete them on the old account. It's not the same as a move.  Personally, for a one or two contacts, I logged into both gmail accounts at the same time, and copied and pasted the data. For more contacts, the export method suggested by Traveling Tech Guy seems to be the best option.",How can I move Google contacts between two different accounts?,122,121,5
1309,1787,"Livingsocial  Google Books   Or maybe you can use Google Tasks with deadlines to remind yourself who owes you what, when. I personally find that inputting books/media is a hassle on these type of sites.",Are there any web apps that can keep track of collections of books or movies? [closed],113,112,5
1310,110,Do I have to be online to watch a youtube video or can I somehow download it?,How do I download a YouTube video?,8,7,5
1311,1518,"You can try a service as SpyPig to sent you a notification when your email has been read.   SpyPig is a simple email tracking   system that sends you a notification   email as soon as the recipient opens   and reads your message.  It works with virtually all modern   email programs: Outlook, Eudora, Yahoo   Email, Gmail, Hotmail, AOL Email and   many others.  Basic Requirement   Both you and the recipient must use an   HTML email, not plain-text or   rich-text email. Visit the Requirements & Limitations page to   learn more about SpyPig.   Kudos to labnol.org for the suggestion!",Did the receiver open the mail?,98,97,5
1312,1270,"If you click ""1-20 of [...]"" you will see options to jump to the Newest or Oldest. The Oldest option isn't available if Gmail is still calculating the results so you may need to wait until the query finishes processing. Wait some time and hit the Older button to update the menu.","In Gmail, how can I find the oldest message from a person?",81,80,5
1313,158,"I faced this problem too, and I didn't want to add any extension to my Google Docs account. I found http://markup.su/highlighter/ , an online code syntax highlighter, you just past your code and can chose between different styles.  I personally use the style ""Dawn"", then past the output in a tab in the doc, remove the borders and set a background to this tab. The result is good.",How can I get code syntax highlighting in Google Docs?,9,8,5
1314,1197,Remotely removing a dropbox from a computer.,How to remove Dropbox access from a computer you no longer have?,76,75,5
1315,908,Is it possible to extract a compilation of e-mail addresses for all mails I've ever received on gmail.,Get e-mail addresses from Gmail messages received,57,56,5
1316,1061,When multiple users are looking at a google spreadsheet can each of them apply a different filter without influencing the view of other users?,Multi user filter issue in Google Spreadsheets,67,66,5
1317,1096,"I need to find images that look like the one I have, is there a web page to help me?",Reverse image search engine [closed],69,68,5
1318,585,"Simply append #t=0m0s to the URL to point 0 minutes and 0 seconds past the start of the video. Replace the 0 with your desired values and the link will scrub forward the specified amount in your browser.   Although this wasn't a feature when I asked the question, Vimeo now supports this across the board.  The forum post with the announcement of this feature and an example of how to link to a moment inside a linked video:  http://vimeo.com/forums/topic:49396  Basically, by appending #t=1m5s you can request the playhead be moved to one minute (1m) and five seconds (5s) of the video, so in the case of my question, the URL would be #t=3m28s :  http://vimeo.com/36881035#t=3m28s",Is it possible to link to a specific portion of a Vimeo video?,36,35,5
1319,883,What is the algorithm behind generating conversation threads from individual mails in gmail?,How does Gmail decide to thread email messages?,55,54,5
1320,1418,Is it possible to share a photo album on facebook with people who are not members of FB?,How do you share a Facebook photo album with people that don't want to register for Facebook?,92,91,5
1321,614,"I've found it useful for calorie counting and nutritional information, given base ingredients.  While about half my queries end up with ""Wolfram Alpha isn't sure what to do with your input"", with a little bit of tweaking and understanding the parsing engine, I'm able to get accurate counts of the foods I'm about to put into my body.  For example, French Toast .",What is Wolfram Alpha good for? [closed],37,36,5
1322,471,"I like a user on youtube, and I'd like to play all his videos. How can I do this.",Play all YouTube videos uploaded by one user,29,28,5
1323,12,How can I delete my facebook account?,How do I delete my Facebook account?,2,1,5
1324,1295,Accessing the USA version of google and not one on my local country domain.,How can I access google.com outside the US?,83,82,5
1325,1300,"If you just want to permanently use google.com (or any other fixed URL) as the search engine, above two methods probably is not what you are looking for. /ncr and adding another search engine both breaks the default realtime search functionality. Try this,   Close all the Chrome/chromium browsers,  go to User Data folder   Windows: users\username\appdata\local\chromium\User Data (or similar - please edit if this is wrong)  Linux: ~/.config/chromium/Default   open the file named LocalState (windows) or Preferences in vim/notepad, and change,   last_known_google_url and  last_prompted_google_url to whatever the baseURL you want. Ex. ""https://www.google.com/""   Save.   For more info look at this old bug report .",How can I access google.com outside the US?,83,82,5
1326,14,"I want to get rid of my facebook account, how do I do it?",How do I delete my Facebook account?,2,1,5
1327,392,Can I turn off google spellcheck and synonyms when searching.,"Force Google search to use only the exact words typed, no spellcheck or synonyms",24,23,5
1328,1083,"These three options could be useful to you:   You can use Zotero with Google Docs, making footnotes or in-text citations and bibliographies!   Citing With URIs in Google Docs  3 quick ways to use Mendeley for citations anywhere",Adding bibliographic references to a Google Docs document?,68,67,5
1329,995,"I'd like to automatically sort some data in google sheets, how do I do it?",How can I make some data on a Google Spreadsheet auto-sorting?,62,61,5
1330,817,How can I get rid of all of my mails in gmail.,How do I delete all my mail from my Gmail account?,51,50,5
1331,1950,"If your files are of a very sensitive nature then you should already be taking measures to secure them regardless of any promises or the good reputation of the service.  If however these files are of 'normal' sensitivity then the risk of bad press will usually be enough to guarantee they're good behaviour, after all your files are probably worth less to them than your (even potential) subscription fees.",Can I trust dropbox and similar services? [closed],124,123,5
1332,250,I's there a site that can turn images into ascii art?,Is there a webapp to create ASCII art tables? [closed],15,14,5
1333,1486,"Despite requests for this feature since 2009, the Gmail team refused to implement it.  There are however browser extensions and apps that let you schedule new emails or replies:   Streak is a free browser extension CRM for Gmail and has a ""Send later"" feature (you don't need to bother with the CRM at all). You can conveniently schedule a reply right from the Compose box. I've been using it for about a year and it works very well, except that if I change the Subject line, the message won't go through. You need to go in Drafts and Send it Later from there again, under the new Subject line. Works for Google Apps accounts, as well as Gmail. Best choice.  RightInbox is free for up to 10 emails per month, and supports email tracking via an embedded image (web bug). I've used it in its early stage while it was very buggy and corresponded with its author. You can schedule replies right from the Compose window.  Boomergang is free for up to 10 emails per month. After that, it's $5/mo for Gmail accounts and $15 for Google Apps accounts.  Gmail Delay Send is a script you have to install via Google Docs. I tried it; the process was somewhat convoluted and the tool is rough and immature. It is however fully free and open source, and won't add any additional load to your browser (unlike extensions). This is the most promising and most lightweight solution . Unfortunately, it has seen no development since May 2012 .  Momento Mail is a Google App (not a browser extension), and you have to use their own website. As of November 2013, it no longer works (directs to a blank page after typing in the scheduling and recipient info). To schedule a reply, you'd have to copy/paste the To, CC and email body from Gmail. Quite cumbersome. Their ""To"" field doesn't support the standard address format Name <address@company.com> . The message won't end up in your Gmail Sent folder, but you have an option to BCC yourself. Least recommended.",Can I set an e-mail to send on a timer within Gmail?,96,95,5
1334,1438,"I'd like to download an entire directory from dropbox, how do I do it?",Is there an easy way to download entire folders from the Dropbox website?,93,92,5
1335,579,Is it possible to attach start time information when sending links to videos on vimeo.,Is it possible to link to a specific portion of a Vimeo video?,36,35,5
1336,1229,"If you want to auto-select ""from"" address when you COMPOSE, as well, you could try this UserScript (which you can install with something like TamperMonkey :  GMail ""Send From"" Auto Selector","In Gmail, can I base my “send from” address on a filter?",78,77,5
1337,1144,Is there a special annotation I could assign to an urgent mail in gmail?,Send urgent mail in Gmail,72,71,5
1338,1183,Is it possible to import events from facebook into my calendar in gmail?,How can I import Facebook events into my Google calendar?,75,74,5
1339,547,Sharing google search results of my query.,How do I share a search query from Google?,34,33,5
1340,1704,I'd like to download all my fb messages.,How can I download all messages from Facebook?,109,108,5
1341,696,"I don't know of a direct way to do this, but you can create a filter that marks any mail containing "" Re: "" with a specific label (lets say RE ), and the search for -{label:RE}  alternatively, skip the labeling part and search for -{""re:""}",Search in Gmail - How to search the mails without reply?,43,42,5
1342,630,"I know the exact time when I received a message, can I include this into gmail search.",How can I search for Gmail messages on a particular date?,39,38,5
1343,1045,"I'd like to add a size column to my gmail, is this possible?",Display mail size in Gmail,66,65,5
1344,368,There is a search results Chrome extension for filtering search results:  https://chrome.google.com/extensions/detail/ddgjlkmkllmpdhegaliddgplookikmjf?hl=en-gb  I just installed it and added expertSexChange.com to my black list. :D,Is there a way to remove sites permanently from (my personal) Google search results?,22,21,5
1345,1836,Simply Scala for Scala programming language.,"What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",116,115,5
1346,286,Is it possible to import a list of tasks that i made into trello?,How can I import a large list of tasks into Trello,17,16,5
